id_student,gender,region,highest_education,imd_band,disability
92391,F,East Anglian Region,A Level or Equivalent,40-50%,N
92775,F,North Region,Lower Than A Level,0-10%,Y
92832,F,East Anglian Region,A Level or Equivalent,20-30%,N
92947,F,Wales,HE Qualification,10-20,N
92993,F,East Anglian Region,Lower Than A Level,10-20,N
93925,F,East Anglian Region,Lower Than A Level,70-80%,N
94484,M,West Midlands Region,Lower Than A Level,20-30%,Y
94616,F,South Region,Lower Than A Level,80-90%,N
94749,M,Wales,Lower Than A Level,90-100%,N
94923,F,Scotland,Lower Than A Level,30-40%,N
94961,M,South Region,Lower Than A Level,70-80%,N
94964,F,South West Region,Lower Than A Level,40-50%,N
94978,M,North Region,Post Graduate Qualification,,N
95356,F,Scotland,HE Qualification,20-30%,N
95746,M,East Anglian Region,A Level or Equivalent,80-90%,N
95755,M,South East Region,Lower Than A Level,90-100%,N
95906,F,East Midlands Region,A Level or Equivalent,50-60%,N
96117,F,London Region,A Level or Equivalent,30-40%,N
96291,F,South Region,Lower Than A Level,70-80%,N
96423,F,South East Region,Lower Than A Level,90-100%,N
96475,M,South East Region,Lower Than A Level,60-70%,N
96538,M,North Region,Lower Than A Level,0-10%,N
96592,F,London Region,HE Qualification,20-30%,N
96729,M,London Region,A Level or Equivalent,40-50%,N
96864,M,West Midlands Region,HE Qualification,20-30%,N
96873,M,North Western Region,A Level or Equivalent,70-80%,N
96874,F,South East Region,Lower Than A Level,60-70%,N
96945,M,West Midlands Region,A Level or Equivalent,30-40%,N
97006,F,East Anglian Region,A Level or Equivalent,60-70%,N
97154,F,North Region,A Level or Equivalent,20-30%,N
97486,M,North Western Region,HE Qualification,70-80%,N
97567,F,Wales,HE Qualification,70-80%,N
97865,F,Yorkshire Region,Lower Than A Level,20-30%,N
97939,M,Scotland,A Level or Equivalent,40-50%,Y
98094,M,Wales,Lower Than A Level,70-80%,N
98256,M,West Midlands Region,Lower Than A Level,40-50%,N
98268,F,Scotland,HE Qualification,70-80%,N
98313,F,Scotland,HE Qualification,30-40%,N
98452,M,South West Region,A Level or Equivalent,30-40%,Y
98720,F,London Region,Lower Than A Level,20-30%,Y
98842,F,South Region,Lower Than A Level,10-20,N
99075,M,South Region,A Level or Equivalent,30-40%,N
99088,F,Yorkshire Region,Lower Than A Level,20-30%,N
99151,M,London Region,Lower Than A Level,40-50%,N
99609,F,South East Region,Lower Than A Level,80-90%,N
99670,F,North Western Region,Lower Than A Level,0-10%,N
99799,F,East Midlands Region,A Level or Equivalent,10-20,N
99993,F,East Anglian Region,A Level or Equivalent,0-10%,N
100064,F,West Midlands Region,A Level or Equivalent,0-10%,N
100282,F,Wales,Lower Than A Level,20-30%,N
100561,M,East Anglian Region,Lower Than A Level,70-80%,N
100621,M,West Midlands Region,A Level or Equivalent,50-60%,N
100758,F,London Region,A Level or Equivalent,10-20,N
100788,M,Scotland,HE Qualification,80-90%,N
100893,M,Yorkshire Region,A Level or Equivalent,20-30%,N
101116,F,East Anglian Region,Lower Than A Level,60-70%,N
101187,F,London Region,HE Qualification,30-40%,N
101217,M,London Region,A Level or Equivalent,40-50%,Y
101279,F,Yorkshire Region,A Level or Equivalent,0-10%,N
101306,M,London Region,A Level or Equivalent,20-30%,N
101414,M,Yorkshire Region,Lower Than A Level,70-80%,N
101420,M,Yorkshire Region,Lower Than A Level,30-40%,N
101634,M,Yorkshire Region,No Formal quals,0-10%,N
101700,M,London Region,A Level or Equivalent,10-20,Y
101781,M,South Region,Lower Than A Level,80-90%,N
102028,M,South Region,A Level or Equivalent,90-100%,N
102067,F,North Western Region,A Level or Equivalent,10-20,N
102209,F,Scotland,A Level or Equivalent,10-20,N
102221,F,Scotland,HE Qualification,50-60%,N
102343,M,East Anglian Region,A Level or Equivalent,60-70%,N
102806,M,North Western Region,A Level or Equivalent,30-40%,N
102849,F,East Anglian Region,A Level or Equivalent,20-30%,N
102850,F,South West Region,A Level or Equivalent,70-80%,N
102854,M,South East Region,Lower Than A Level,40-50%,N
102952,M,London Region,HE Qualification,60-70%,N
103496,F,Ireland,Lower Than A Level,10-20,N
103535,F,South West Region,A Level or Equivalent,40-50%,N
103594,M,Wales,Lower Than A Level,50-60%,N
103800,M,Wales,A Level or Equivalent,40-50%,N
103891,M,South Region,HE Qualification,70-80%,N
103904,M,South Region,HE Qualification,70-80%,N
103998,F,South Region,Lower Than A Level,60-70%,N
104054,F,South East Region,Lower Than A Level,90-100%,N
104213,M,South West Region,A Level or Equivalent,70-80%,N
104215,M,Scotland,A Level or Equivalent,0-10%,N
104238,F,East Midlands Region,Lower Than A Level,10-20,N
104316,M,London Region,A Level or Equivalent,70-80%,N
104476,M,Ireland,Post Graduate Qualification,,N
104480,M,North Region,No Formal quals,,N
104643,F,South West Region,A Level or Equivalent,70-80%,N
104772,M,South West Region,A Level or Equivalent,70-80%,N
105125,M,Yorkshire Region,Lower Than A Level,0-10%,N
105168,M,Scotland,HE Qualification,70-80%,N
105413,M,South West Region,HE Qualification,70-80%,N
105523,M,Scotland,HE Qualification,60-70%,N
105527,F,Scotland,HE Qualification,40-50%,N
105629,M,South East Region,A Level or Equivalent,10-20,N
105851,F,West Midlands Region,A Level or Equivalent,20-30%,Y
105883,F,North Western Region,A Level or Equivalent,0-10%,N
105939,M,North Region,A Level or Equivalent,70-80%,N
106095,F,North Western Region,A Level or Equivalent,70-80%,N
106247,M,South Region,HE Qualification,80-90%,N
106383,F,Scotland,HE Qualification,50-60%,N
106553,F,Yorkshire Region,Lower Than A Level,40-50%,N
106577,M,East Midlands Region,Lower Than A Level,20-30%,N
106588,F,Scotland,A Level or Equivalent,60-70%,N
106690,M,South Region,A Level or Equivalent,40-50%,Y
106747,M,North Western Region,Lower Than A Level,10-20,Y
106793,M,East Anglian Region,A Level or Equivalent,60-70%,N
107028,M,East Midlands Region,Lower Than A Level,10-20,N
107084,M,London Region,HE Qualification,0-10%,N
107162,F,South Region,A Level or Equivalent,70-80%,N
107339,F,Scotland,HE Qualification,10-20,N
107455,M,Ireland,HE Qualification,50-60%,N
107489,F,London Region,HE Qualification,20-30%,N
107713,F,East Anglian Region,Lower Than A Level,40-50%,N
107883,F,North Western Region,HE Qualification,30-40%,N
107955,M,London Region,HE Qualification,40-50%,N
108118,F,South Region,A Level or Equivalent,90-100%,N
108207,M,South Region,No Formal quals,50-60%,N
108275,F,East Anglian Region,A Level or Equivalent,70-80%,Y
108281,M,Scotland,HE Qualification,10-20,N
108330,M,West Midlands Region,A Level or Equivalent,30-40%,N
108377,F,South Region,Lower Than A Level,30-40%,Y
108497,M,South West Region,Lower Than A Level,0-10%,N
108565,M,South West Region,A Level or Equivalent,20-30%,N
108589,F,Ireland,A Level or Equivalent,70-80%,N
108760,F,London Region,Lower Than A Level,30-40%,N
108789,M,London Region,A Level or Equivalent,10-20,Y
108799,F,Scotland,Post Graduate Qualification,90-100%,N
108822,M,South Region,Lower Than A Level,80-90%,N
108834,M,West Midlands Region,A Level or Equivalent,10-20,N
108859,M,South West Region,A Level or Equivalent,70-80%,Y
108872,M,London Region,HE Qualification,80-90%,N
108947,M,Scotland,Lower Than A Level,0-10%,N
108949,M,North Western Region,Lower Than A Level,10-20,N
109155,F,South Region,HE Qualification,90-100%,N
109372,F,South West Region,Lower Than A Level,,N
109441,F,South East Region,A Level or Equivalent,20-30%,N
109577,M,North Western Region,A Level or Equivalent,70-80%,N
109772,F,South Region,A Level or Equivalent,30-40%,N
109782,F,Scotland,A Level or Equivalent,50-60%,N
109907,F,London Region,Lower Than A Level,50-60%,N
109938,F,Wales,HE Qualification,60-70%,N
110085,M,Ireland,Lower Than A Level,,N
110116,M,East Midlands Region,HE Qualification,40-50%,N
110175,M,East Anglian Region,HE Qualification,80-90%,N
110200,F,London Region,Lower Than A Level,70-80%,N
110461,M,Scotland,HE Qualification,10-20,N
110524,M,Ireland,Lower Than A Level,50-60%,N
110529,M,Scotland,Lower Than A Level,50-60%,N
110640,F,East Anglian Region,HE Qualification,70-80%,N
110789,F,East Midlands Region,Lower Than A Level,80-90%,N
110820,M,East Anglian Region,A Level or Equivalent,40-50%,Y
110881,F,East Anglian Region,A Level or Equivalent,40-50%,N
110911,F,Scotland,Lower Than A Level,80-90%,N
111113,M,North Region,Lower Than A Level,30-40%,N
111360,M,West Midlands Region,HE Qualification,30-40%,N
111383,M,London Region,Lower Than A Level,50-60%,N
111415,M,South Region,A Level or Equivalent,50-60%,N
111512,M,Wales,A Level or Equivalent,40-50%,N
111548,F,South West Region,A Level or Equivalent,70-80%,N
111678,M,South West Region,Lower Than A Level,20-30%,N
111717,F,East Anglian Region,HE Qualification,90-100%,N
111775,M,Ireland,HE Qualification,,N
111926,M,East Anglian Region,Lower Than A Level,30-40%,N
111942,F,South West Region,A Level or Equivalent,70-80%,N
111959,M,South Region,Lower Than A Level,60-70%,N
112010,M,Scotland,HE Qualification,20-30%,Y
112245,M,South Region,HE Qualification,90-100%,N
112441,F,West Midlands Region,A Level or Equivalent,0-10%,N
112454,M,South East Region,HE Qualification,90-100%,N
113295,M,Yorkshire Region,Lower Than A Level,60-70%,N
113487,M,East Anglian Region,Lower Than A Level,40-50%,N
113565,M,Wales,A Level or Equivalent,80-90%,N
113698,M,South West Region,Lower Than A Level,60-70%,N
113702,M,Ireland,A Level or Equivalent,60-70%,N
113824,M,East Anglian Region,Lower Than A Level,90-100%,Y
114017,F,North Region,Post Graduate Qualification,,N
114367,F,South West Region,A Level or Equivalent,70-80%,N
114402,F,South East Region,Lower Than A Level,50-60%,Y
114500,M,London Region,Lower Than A Level,50-60%,Y
114558,M,North Region,Lower Than A Level,,N
114999,M,Yorkshire Region,HE Qualification,60-70%,N
115373,M,South Region,Lower Than A Level,90-100%,N
115452,F,East Anglian Region,Lower Than A Level,30-40%,N
115875,F,London Region,A Level or Equivalent,20-30%,N
116174,M,London Region,A Level or Equivalent,40-50%,N
116290,M,South Region,A Level or Equivalent,50-60%,N
116319,F,East Anglian Region,Lower Than A Level,40-50%,N
116499,M,Scotland,Lower Than A Level,50-60%,N
116518,M,London Region,HE Qualification,30-40%,N
116529,M,West Midlands Region,Lower Than A Level,30-40%,N
116541,M,Wales,HE Qualification,0-10%,N
116603,F,Scotland,HE Qualification,20-30%,N
116606,M,East Midlands Region,A Level or Equivalent,50-60%,N
116621,M,North Region,A Level or Equivalent,40-50%,N
116631,M,West Midlands Region,Lower Than A Level,30-40%,N
116692,M,East Anglian Region,A Level or Equivalent,70-80%,N
116763,F,Yorkshire Region,Lower Than A Level,20-30%,N
116808,M,Scotland,HE Qualification,80-90%,N
117071,M,London Region,A Level or Equivalent,40-50%,N
117197,F,South Region,A Level or Equivalent,40-50%,N
117232,M,Ireland,A Level or Equivalent,20-30%,N
117281,M,South Region,A Level or Equivalent,70-80%,N
117435,M,South West Region,Lower Than A Level,30-40%,Y
117510,M,East Anglian Region,A Level or Equivalent,20-30%,N
117544,F,South West Region,Lower Than A Level,80-90%,N
117545,F,Wales,Lower Than A Level,10-20,N
117550,M,South East Region,Lower Than A Level,20-30%,N
117699,F,South Region,A Level or Equivalent,40-50%,N
117818,F,London Region,A Level or Equivalent,40-50%,N
117862,M,West Midlands Region,A Level or Equivalent,10-20,N
117939,F,South East Region,Lower Than A Level,90-100%,N
117969,F,Yorkshire Region,Lower Than A Level,10-20,N
118050,M,East Anglian Region,Lower Than A Level,60-70%,N
118098,M,East Midlands Region,HE Qualification,60-70%,N
118176,M,North Region,Lower Than A Level,0-10%,N
118213,F,London Region,HE Qualification,20-30%,N
118474,M,East Anglian Region,A Level or Equivalent,60-70%,N
118479,M,Ireland,A Level or Equivalent,,N
118532,M,South East Region,Lower Than A Level,70-80%,N
118578,F,Scotland,A Level or Equivalent,60-70%,Y
118668,M,East Anglian Region,HE Qualification,40-50%,N
118877,F,Wales,Lower Than A Level,70-80%,N
118887,F,Yorkshire Region,Lower Than A Level,20-30%,N
118983,M,East Midlands Region,HE Qualification,30-40%,N
119310,M,North Western Region,Lower Than A Level,20-30%,N
119353,M,North Region,A Level or Equivalent,30-40%,N
119437,F,West Midlands Region,Lower Than A Level,0-10%,N
119444,F,East Midlands Region,Lower Than A Level,20-30%,N
119471,F,East Midlands Region,Lower Than A Level,0-10%,N
119729,M,East Anglian Region,HE Qualification,90-100%,N
119865,M,South West Region,A Level or Equivalent,30-40%,N
119898,F,West Midlands Region,Lower Than A Level,30-40%,N
119902,F,South West Region,A Level or Equivalent,60-70%,N
120236,M,East Midlands Region,A Level or Equivalent,30-40%,N
120611,M,South Region,A Level or Equivalent,20-30%,N
120994,F,London Region,Lower Than A Level,30-40%,Y
120999,M,East Anglian Region,Lower Than A Level,80-90%,N
121000,F,Wales,Lower Than A Level,40-50%,Y
121056,F,West Midlands Region,Lower Than A Level,30-40%,N
121163,M,London Region,Lower Than A Level,10-20,N
121182,M,North Western Region,A Level or Equivalent,20-30%,N
121349,F,South West Region,A Level or Equivalent,40-50%,N
121390,M,North Western Region,Lower Than A Level,10-20,N
121574,F,East Anglian Region,A Level or Equivalent,10-20,N
122337,F,London Region,Lower Than A Level,70-80%,N
122392,M,London Region,A Level or Equivalent,10-20,N
122459,F,East Anglian Region,Lower Than A Level,40-50%,N
122524,F,Wales,Lower Than A Level,20-30%,N
122636,F,South East Region,Lower Than A Level,10-20,N
122739,M,Yorkshire Region,A Level or Equivalent,30-40%,N
122846,F,Yorkshire Region,Lower Than A Level,0-10%,N
122928,F,East Anglian Region,Lower Than A Level,60-70%,N
123044,M,South Region,A Level or Equivalent,40-50%,N
123053,M,East Anglian Region,Lower Than A Level,60-70%,N
123087,F,West Midlands Region,A Level or Equivalent,0-10%,N
123183,M,Wales,HE Qualification,50-60%,N
123270,F,North Western Region,Lower Than A Level,50-60%,N
123379,F,East Midlands Region,A Level or Equivalent,70-80%,N
123462,M,Scotland,HE Qualification,80-90%,N
123497,M,East Anglian Region,A Level or Equivalent,70-80%,N
123598,M,Scotland,A Level or Equivalent,50-60%,Y
123716,M,North Region,Lower Than A Level,10-20,N
123860,F,East Anglian Region,A Level or Equivalent,70-80%,Y
123957,F,North Western Region,Lower Than A Level,70-80%,N
124006,F,Scotland,A Level or Equivalent,30-40%,Y
124018,M,South East Region,A Level or Equivalent,90-100%,N
124064,F,South East Region,A Level or Equivalent,60-70%,N
124124,F,Scotland,Lower Than A Level,20-30%,N
124134,F,London Region,HE Qualification,20-30%,Y
124193,M,East Anglian Region,HE Qualification,40-50%,N
124210,F,North Western Region,A Level or Equivalent,0-10%,N
124304,M,North Region,A Level or Equivalent,10-20,N
124379,F,Wales,A Level or Equivalent,40-50%,N
124387,M,Scotland,Post Graduate Qualification,80-90%,N
124711,M,London Region,Lower Than A Level,10-20,N
124728,F,North Western Region,A Level or Equivalent,10-20,Y
124847,F,North Western Region,Lower Than A Level,30-40%,Y
124909,M,Yorkshire Region,Lower Than A Level,40-50%,N
124944,M,North Western Region,HE Qualification,50-60%,N
125018,M,South Region,HE Qualification,70-80%,N
125055,F,East Midlands Region,A Level or Equivalent,0-10%,Y
125063,M,London Region,Lower Than A Level,60-70%,N
125407,F,East Anglian Region,Lower Than A Level,80-90%,Y
125535,F,Scotland,A Level or Equivalent,30-40%,N
125619,M,East Anglian Region,Lower Than A Level,30-40%,Y
125677,M,East Anglian Region,A Level or Equivalent,80-90%,N
125777,M,London Region,HE Qualification,30-40%,N
125830,F,South West Region,HE Qualification,40-50%,Y
125874,F,South East Region,Lower Than A Level,40-50%,Y
125996,M,North Western Region,A Level or Equivalent,50-60%,N
126074,M,West Midlands Region,Lower Than A Level,0-10%,N
126088,M,London Region,HE Qualification,30-40%,N
126322,F,Scotland,A Level or Equivalent,10-20,N
126337,M,West Midlands Region,Lower Than A Level,20-30%,N
126394,M,Wales,A Level or Equivalent,90-100%,N
126395,M,London Region,A Level or Equivalent,20-30%,Y
126411,F,West Midlands Region,Lower Than A Level,0-10%,Y
126450,M,North Western Region,A Level or Equivalent,20-30%,N
126608,M,Wales,A Level or Equivalent,40-50%,N
126713,F,London Region,A Level or Equivalent,0-10%,N
126769,F,West Midlands Region,Lower Than A Level,0-10%,N
126800,F,East Midlands Region,A Level or Equivalent,60-70%,N
126812,F,East Midlands Region,A Level or Equivalent,40-50%,N
126912,M,East Midlands Region,A Level or Equivalent,80-90%,N
127179,M,South West Region,A Level or Equivalent,0-10%,N
127209,F,Scotland,A Level or Equivalent,40-50%,Y
127580,F,South Region,Lower Than A Level,50-60%,N
127582,F,East Midlands Region,A Level or Equivalent,40-50%,N
127642,F,Yorkshire Region,A Level or Equivalent,20-30%,N
127988,M,Yorkshire Region,A Level or Equivalent,80-90%,N
128072,M,Scotland,HE Qualification,90-100%,N
128132,M,London Region,A Level or Equivalent,80-90%,N
128142,M,South West Region,A Level or Equivalent,50-60%,N
128348,M,West Midlands Region,A Level or Equivalent,60-70%,N
128386,M,South Region,Lower Than A Level,30-40%,N
128510,F,Scotland,Lower Than A Level,50-60%,N
128656,F,North Region,A Level or Equivalent,10-20,N
